Store,Year,Total_Store_Sales,Pct_Dry_Grocer,Pct_Dairy,Pct_Frozen_Food,Pct_Meat,Pct_Produce,Pct_Floral,Pct_Deli,Pct_Bakery,Pct_General_Merchandise,Cluster,Input_#2_Store,Address,City,State,Zip,Type
S0018,2015,24278729.39,0.452848213075289,9.88272389158995e-02,7.90166214707334e-02,0.106061652512203,0.109021685092393,9.31750366199868e-03,4.30237420262297e-02,3.49657931584203e-02,6.69175500868334e-02,3,S0018,10001 Paramount Blvd,Downey,CA,90240,Existing
S0019,2015,19682144.37,0.482712613087087,9.74662858851899e-02,7.78811602630268e-02,0.111624447453436,9.47995388573608e-02,5.75530073708122e-03,3.24576706679243e-02,1.95928193976559e-02,7.77101636512383e-02,1,S0019,17390 Main St,Hesperia,CA,92345,Existing
S0020,2015,23970811.4,0.458778303182511,0.107141868797983,7.78717048351563e-02,0.108469030798015,0.109103941304215,8.39495529133402e-03,3.81525787650225e-02,2.94363327225544e-02,6.26512843032089e-02,3,S0020,850 Linden Ave,Carpinteria,CA,93013,Existing
S0021,2015,21742449.28,0.432833234600513,0.122189831779614,8.64529274413007e-02,8.61978936165191e-02,0.148002996284327,8.95073997845381e-03,3.65788347834196e-02,2.81656625761714e-02,5.06278789396813e-02,2,S0021,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing
S0022,2015,28489431.71,0.470503431463499,9.66283640903133e-02,7.59484373723227e-02,0.106098599676139,9.21528434376763e-02,8.66128333172006e-03,4.31421403035069e-02,3.40527371649703e-02,7.28121631598526e-02,3,S0022,13438 Poway Rd,Poway,CA,92064,Existing
S0023,2015,17688112.54,0.436646714709335,0.108651507935284,8.43224203049988e-02,0.10959789212196,0.107050713054769,9.48391071238628e-03,3.83357064506782e-02,3.61889929494988e-02,6.97221417610904e-02,2,S0023,5922 Edinger Ave,Huntington Beach,CA,92649,Existing
S0024,2015,24523501.43,0.455110408758624,0.104005289264274,8.21412576727629e-02,0.104835874980517,0.110498111280515,5.39150823863409e-03,4.11309197782855e-02,2.29546853905356e-02,7.39319446358521e-02,3,S0024,15740 La Forge St,Whittier,CA,90603,Existing
S0025,2015,31318921.91,0.462041738907353,0.10467268443724,7.96288290882615e-02,0.104944114597717,0.111705642679959,5.30403059458313e-03,4.22825777274656e-02,3.07064714029296e-02,5.87139105644904e-02,3,S0025,2684 N Tustin St,Orange,CA,92865,Existing
S0026,2015,21220147.15,0.457669123656383,0.105388489730619,7.84236654079942e-02,9.98834930322337e-02,0.113664812640095,8.33377302946743e-03,3.76578896626549e-02,3.05639652456416e-02,6.84147875949107e-02,2,S0026,2039 Verdugo Blvd,Montrose,CA,91020,Existing
S0027,2015,26550184.65,0.446684730684161,0.104030116792427,7.76425647194134e-02,9.93901874802968e-02,0.132244501734567,1.62544345995726e-02,2.97228332082429e-02,2.33704608152321e-02,7.06601699660872e-02,2,S0027,29211 Heathercliff Rd,Malibu,CA,90265,Existing
S0028,2015,17311101.58,0.452980599401,0.103237472308796,7.89614608685117e-02,0.119143713094658,0.116528949395721,3.53182781104101e-03,3.72980527562706e-02,3.01457788568993e-02,5.8172145507103e-02,3,S0028,24160 Lyons Ave,Newhall,CA,91321,Existing
S0029,2015,33606658.38,0.441263950206525,9.94249497292626e-02,7.29609317973493e-02,0.131544898335709,9.91925142424708e-02,6.2195814780678e-03,4.28653903554216e-02,1.78216882865222e-02,8.87060955686722e-02,1,S0029,2058 W Avenue J,Lancaster,CA,93534,Existing
S0030,2015,25497338,0.440520504924867,0.109386389669384,7.07962450825259e-02,0.111383818185255,0.116304307924223,8.30499168187674e-03,4.80720944280537e-02,3.05700383310603e-02,6.46616097727536e-02,3,S0030,3125 W Florida Ave,Hemet,CA,92545,Existing
S0031,2015,29269437.14,0.455930952692041,0.103004622725724,7.77075455575364e-02,0.112896789036101,8.8000970011137e-02,6.28855550312096e-03,3.87200021845039e-02,2.03314907339554e-02,9.71190715558803e-02,1,S0031,31564 Grape St,Lake Elsinore,CA,92532,Existing
S0032,2015,24165557.27,0.448562656713772,9.42288805740418e-02,7.3226885696396e-02,0.115746723270164,9.64920884690196e-02,6.50928543639581e-03,4.00096161324733e-02,2.34743669952205e-02,0.101749496712517,1,S0032,16550 Soledad Canyon Rd,Santa Clarita,CA,91351,Existing
S0033,2015,32960487.75,0.438858984724824,0.101837250572847,7.98512667640969e-02,0.11881945163266,0.113193726327669,9.00292836230859e-03,4.08085268701766e-02,2.80110008384205e-02,6.96168639069972e-02,3,S0033,11322 Los Alamitos Blvd,Los Alamitos,CA,90720,Existing
S0034,2015,31050056.12,0.43693782315779,0.103669439680227,8.25283661355263e-02,0.109581219977518,0.114689477411482,1.16731273721125e-02,4.42126778996624e-02,2.90537027216168e-02,6.76541656440652e-02,2,S0034,1125 Maricopa Hwy,Ojai,CA,93023,Existing
S0035,2015,18365221.17,0.464232502896669,0.101083279793684,7.88602193566722e-02,0.122160663856574,8.7966405906344e-02,7.24108295614933e-03,4.04211614512236e-02,2.92662018619185e-02,6.87684819207653e-02,3,S0035,81 W Foothill Blvd,Upland,CA,91786,Existing
S0036,2015,17827104.45,0.494458380760763,9.46800780089668e-02,8.03417994221715e-02,0.1007038330333,9.80869212330217e-02,5.81731151521918e-03,3.05783915458015e-02,1.58822730182635e-02,7.94510114624924e-02,1,S0036,33644 Yucaipa Blvd,Yucaipa,CA,92399,Existing
S0037,2015,31286950.57,0.431724572510807,9.78222499873371e-02,7.7042189350063e-02,0.108129774821963,0.113851503106076,8.19292469640003e-03,3.9828865303187e-02,2.03087663841954e-02,0.103099153839971,1,S0037,4627 Carmel Mountain Rd,San Diego,CA,92130,Existing
S0038,2015,20632448.59,0.442159338490808,0.107957659522757,8.30823211565313e-02,0.118933724191579,0.105235839581947,7.51692894439924e-03,3.79382745865357e-02,2.87773711108518e-02,6.83985424145919e-02,3,S0038,5805 E Los Angeles Ave,Simi Valley,CA,93063,Existing
S0039,2015,21361323.01,0.452662713141568,0.109018974101455,7.40224277896914e-02,0.137618963423933,7.39484848040785e-02,6.90328683906736e-03,3.55270616733209e-02,4.73044749862616e-02,6.29936132406248e-02,3,S0039,1221 S Gaffey St,San Pedro,CA,90731,Existing
S0040,2015,37025722.69,0.434125640560184,9.93277238851378e-02,7.53175662052148e-02,0.128818531644439,0.122698523619283,8.09004465646528e-03,3.95434169444432e-02,1.89113094661921e-02,0.07316724301864,1,S0040,4550 Atlantic Ave,Long Beach,CA,90807,Existing
S0041,2015,25267518.33,0.462020344757775,0.105856317785839,8.26159780607153e-02,0.102735030646755,9.50757307712221e-02,6.83894942681535e-03,4.99109724005888e-02,2.79189748983948e-02,6.70277012518942e-02,3,S0041,12801 Excelsior Dr,Santa Fe Springs,CA,90670,Existing
S0042,2015,40361802.94,0.467815579697194,9.92723896887446e-02,7.97125981904909e-02,0.116922943383262,9.52164011531642e-02,5.91722228947585e-03,4.67005030177178e-02,2.87198572799929e-02,5.97225052999577e-02,3,S0042,13439 Camino Canada,El Cajon,CA,92021,Existing
S0043,2015,27158493.58,0.447822878841721,0.102788602459739,8.16952602125879e-02,0.106441573848147,0.115498558517619,8.52612643326147e-03,3.76262367789252e-02,2.54114374189086e-02,7.41893254890907e-02,2,S0043,2048 E Avenida De Los Arboles,Thousand Oaks,CA,91360,Existing
S0044,2015,35532265.7,0.443887103714864,0.100262503384353,7.64269420061215e-02,0.126128886568582,0.10511899892722,5.66029117585936e-03,4.09873150869746e-02,3.70546804168471e-02,6.44732787191783e-02,3,S0044,7789 Foothill Blvd,Tujunga,CA,91042,Existing
S0045,2015,42304090.96,0.444903415553738,0.102931496722557,8.38306437869857e-02,9.18046002612888e-02,0.105098837939904,9.31633941437611e-03,3.87173422908128e-02,2.25267703045805e-02,0.100870553725757,1,S0045,6351 Haven Ave,Rancho Cucamonga,CA,91737,Existing
S0046,2015,42308785.73,0.422679612081602,0.103366194622291,7.84875796528798e-02,0.108112524646545,0.118238009521811,1.04941636196658e-02,3.80019093495265e-02,2.85945197699721e-02,9.20254867357074e-02,2,S0046,1820 Ximeno Ave,Long Beach,CA,90815,Existing
S0047,2015,45096641.3,0.446383981150277,9.66609158540595e-02,8.08216528976849e-02,0.106606535906256,0.101860553637284,8.44641727232135e-03,3.83132949637205e-02,2.07650313417022e-02,0.100141616976695,1,S0047,4200 Chino Hills Pkwy Ste 400,Chino Hills,CA,91709,Existing
S0048,2015,34784203.58,0.441344862034642,9.86476347549023e-02,8.17377768463486e-02,0.102411904927104,9.89170133531055e-02,9.52763570503459e-03,3.84805228304727e-02,2.65848122085997e-02,0.102347837339791,1,S0048,845 College Blvd,Oceanside,CA,92057,Existing
S0049,2015,22498605.89,0.445450279408401,0.107740784555785,9.00471495836313e-02,9.43182933367077e-02,0.11159860669927,1.02717244406116e-02,4.17980182682332e-02,3.10461067416831e-02,6.77290369656766e-02,2,S0049,550 E 1st St,Tustin,CA,92780,Existing
S0050,2015,43939211.84,0.430251781685122,0.104800187512876,8.31692187221536e-02,9.75482579343417e-02,0.145262719851281,0.01489087611272,3.7216703521098e-02,2.09718604729529e-02,6.58883941874548e-02,2,S0050,7 Peninsula Ctr,Rolling Hills Estates,CA,90274,Existing
S0051,2015,32361272.14,0.45915595115415,0.105193362772419,8.4619240496891e-02,8.89227669280371e-02,0.121059700405214,8.38761000574189e-03,3.86572472981898e-02,3.17263130311539e-02,6.2277807908203e-02,2,S0051,26022 Marguerite Pkwy,Mission Viejo,CA,92692,Existing
S0052,2015,46987873.31,0.423648730145093,9.45074675055559e-02,7.27937486643403e-02,0.109317027738449,0.141252938523342,1.5626181784306e-02,4.22976874668857e-02,2.45384770320008e-02,7.60177411400277e-02,2,S0052,635 Foothill Blvd,La Canada,CA,91011,Existing
S0053,2015,30897555.99,0.471931519590718,0.101319757491926,7.48830791260264e-02,0.120258569681129,8.88553208185318e-02,6.51293487630962e-03,4.68527226059086e-02,2.78547982979154e-02,6.15312975115349e-02,3,S0053,750 N Imperial Ave,El Centro,CA,92243,Existing
S0054,2015,38270311.41,0.44489058000064,0.104248228274346,8.23056195246151e-02,0.108817775622067,0.114629617277002,8.09137419036225e-03,4.37241756951776e-02,2.99659380273645e-02,6.33266913884252e-02,3,S0054,2938 Tapo Canyon Rd,Simi Valley,CA,93063,Existing
S0055,2015,39002676,0.48940475468914,9.57888507444976e-02,8.13549067761401e-02,9.86352513350622e-02,0.112819490129344,5.78686267578152e-03,3.75774323792552e-02,1.63906663737637e-02,6.22417848970157e-02,1,S0055,330 W El Norte Pkwy,Escondido,CA,92026,Existing
S0056,2015,21812315.49,0.476389545840005,0.116872379787864,8.63992523335725e-02,8.74318167126419e-02,0.117922298124618,8.10746892419902e-03,2.71587012516661e-02,2.24773986156937e-02,5.72411384097397e-02,2,S0056,32401 Camino Capistrano,San Juan Capistrano,CA,92675,Existing
S0057,2015,33446355.83,0.438123584658401,9.72176286267776e-02,7.53291363880105e-02,0.147446426602225,0.107270417986222,5.86651266276383e-03,4.95360540449049e-02,1.77073661779553e-02,6.15028728527403e-02,3,S0057,500 E Manchester Blvd,Inglewood,CA,90301,Existing
S0058,2015,28866475.12,0.46467844356606,0.100374796990454,7.98608513999959e-02,0.102635716958296,0.100386803652111,8.32341631602716e-03,4.77517696313729e-02,2.98228317250811e-02,6.61653697606014e-02,3,S0058,1855 Cochran St,Simi Valley,CA,93065,Existing
S0059,2015,28986872.68,0.429946589188248,9.68411994970683e-02,7.24978148970847e-02,0.117434050840147,0.120424609737514,7.38619279021858e-03,4.3466977756084e-02,2.86158137566981e-02,8.33867515369374e-02,1,S0059,950 N 2nd St,El Cajon,CA,92021,Existing
S0060,2015,34886833.64,0.449699938432131,0.101905171064989,8.23474339816871e-02,0.114625223408495,0.100789221408974,1.05073691634688e-02,4.16234145805386e-02,2.58691995184462e-02,7.26330284412708e-02,3,S0060,351 W Felicita Ave,Escondido,CA,92025,Existing
S0061,2015,42022570.72,0.460529927808281,0.106175563121284,7.36530582724902e-02,0.117167008720308,0.1030184504619,5.8272762899642e-03,4.93621826189885e-02,2.9587267001927e-02,5.46792657048565e-02,3,S0061,57590 29 Palms Hys,Yucca Valley,CA,92284,Existing
S0062,2015,26064799.99,0.469906881107819,9.8877658412448e-02,7.97719453361514e-02,9.37253238443131e-02,0.110606737481433,5.79967043898271e-03,4.07674741570116e-02,2.14805262351833e-02,7.90637829866577e-02,1,S0062,11800 De Palma Rd,Corona,CA,92883,Existing
S0063,2015,20844141.93,0.418792380099669,0.113887245057729,8.49979738168094e-02,0.105673383313026,0.135424193976403,9.29907024481674e-03,2.99335161934392e-02,2.91314822188029e-02,7.28607550793049e-02,2,S0063,4520 W Sunset Blvd,Los Angeles,CA,90028,Existing
S0064,2015,22854243.72,0.436474623803478,0.107324741525072,7.13348365394958e-02,0.114659174554388,0.122795979354332,9.57445158460924e-03,3.96620873175846e-02,4.38171055786745e-02,5.43569997423656e-02,2,S0064,9119 Reseda Blvd,Northridge,CA,91324,Existing
S0065,2015,34670181.19,0.419621852861738,0.106998379664367,7.33014741420796e-02,0.112588674936775,0.122427970212751,1.15740419065286e-02,3.86386114528408e-02,3.0976331335406e-02,8.38726634875138e-02,2,S0065,2340 Foothill Blvd,La Verne,CA,91750,Existing
S0066,2015,35306667.57,0.451210238361218,9.95132362190249e-02,8.29723446482717e-02,0.105707638439693,8.55888280594248e-02,8.63066074972535e-03,3.99482323615964e-02,2.52303967298492e-02,0.101198424431196,1,S0066,522 Orange St,Redlands,CA,92374,Existing
S0067,2015,28697527.75,0.460265496912012,9.93178940300878e-02,8.09561788819944e-02,0.122564250852584,0.101988079443533,5.98896990351372e-03,4.34799171855492e-02,2.45153598640566e-02,6.09238529266689e-02,3,S0067,660 E Los Angeles Ave,Simi Valley,CA,93065,Existing
S0068,2015,38824343.52,0.440858632965238,0.100076398149488,7.58071349869408e-02,0.102962228786708,0.122994773306086,9.38551297879098e-03,4.59183421628658e-02,3.60828030299686e-02,6.59141736339139e-02,2,S0068,1011 N San Fernando Blvd,Burbank,CA,91504,Existing
S0069,2015,24609296.52,0.413318937082725,0.106079581668595,7.76097150297574e-02,0.112313559136228,0.133252019509577,7.91302139993069e-03,4.15809399170911e-02,3.71479680151378e-02,7.07842582409584e-02,2,S0069,1440 W 25th St,San Pedro,CA,90732,Existing
S0070,2015,35369811.65,0.43968527776992,9.75284082407602e-02,7.68669281279591e-02,0.100741507906786,0.113486223215441,7.8252076301345e-03,3.77874661371005e-02,2.33282497561731e-02,0.102750731215726,1,S0070,4550 Atlantic Ave,Long Beach,CA,90807,Existing
S0071,2015,30947739.96,0.444423860927388,9.81919766654263e-02,6.87098280116219e-02,0.134438802167058,0.101314143910107,5.95327187827386e-03,4.29820265298623e-02,2.15006482172858e-02,8.24854416929773e-02,1,S0071,1270 E Main St,Barstow,CA,92311,Existing
S0072,2015,38059818.31,0.439709568860525,9.27884815748612e-02,6.33734289100971e-02,0.125563804878815,0.108969886987356,7.55870134893453e-03,4.40562042714596e-02,1.82013627694588e-02,9.97785603984929e-02,1,S0072,729 N H St,Lompoc,CA,93436,Existing
S0073,2015,35879715.24,0.436022961312666,9.77763877593137e-02,7.78570546425552e-02,0.105422731331577,0.124461102885832,8.66901556825176e-03,4.25052509418968e-02,3.60454137205131e-02,7.12400818373942e-02,2,S0073,175 N Fairview Ave,Goleta,CA,93117,Existing
S0074,2015,20508215.14,0.456377655788528,0.103003619065798,7.89670987428505e-02,0.131932610006743,9.30637404070065e-02,5.08630464854778e-03,3.73692744477421e-02,3.31577007242182e-02,6.10419961685657e-02,3,S0074,777 S Glendora Ave,West Covina,CA,91790,Existing
S0075,2015,31159295.68,0.431126854341016,9.77621125099834e-02,7.55026928131131e-02,0.159218335066038,0.114499910929951,4.55906293450597e-03,5.15678347322644e-02,1.60311829615784e-02,0.04973201371155,3,S0075,870 3rd Ave,Chula Vista,CA,91911,Existing
S0076,2015,22609121.51,0.438723426543255,9.90931721521806e-02,8.19458615046383e-02,0.109776268348252,0.115232744839187,1.17011432701173e-02,4.16554017626667e-02,2.61070970731406e-02,7.5764884506563e-02,2,S0076,7311 N Figueroa St,Los Angeles,CA,90041,Existing
S0077,2015,26951114.68,0.438946113749385,0.103039925916712,8.18253710907366e-02,0.106184467098264,0.11793568346762,1.08497211886006e-02,3.80894412787234e-02,3.92440250638272e-02,6.38852511461318e-02,2,S0077,163 S Turnpike Rd,Goleta,CA,93111,Existing
S0078,2015,18405544.69,0.431481549378694,0.119660556484189,8.80517592549444e-02,0.111857096036857,0.127328693579674,7.19256518781134e-03,3.62736263036397e-02,2.52094044384405e-02,5.29447493357503e-02,2,S0078,3855 State St,Santa Barabra,CA,93105,Existing
S0079,2015,23735310.88,0.464064228848221,9.60020027342486e-02,7.68603811099524e-02,0.120888534155151,9.89700308488228e-02,7.747706399538e-03,4.03967011364462e-02,2.27431817821634e-02,7.23272329854565e-02,1,S0079,3027 Rancho Vista Blvd,Palmdale,CA,93551,Existing
S0080,2015,12618744.15,0.476708115204951,0.106207764740202,8.22147471783078e-02,0.101294569792827,8.26164971416748e-02,7.71247192613855e-03,3.62586898158166e-02,2.42448429386691e-02,8.27423012614135e-02,1,S0080,29530 Rancho California Rd,Temecula,CA,92591,Existing
S0081,2015,14701931.83,0.423279909875626,0.102088636197955,8.65922135077673e-02,0.123492606345461,0.11666552938982,8.47526987887006e-03,3.8955945832324e-02,4.2944369304697e-02,5.7505519667479e-02,2,S0081,24325 Crenshaw Blvd,Torrance,CA,90503,Existing
S0082,2015,34926733.05,0.460994979317139,0.100759556439534,7.52898799963772e-02,0.113609981337777,0.101490017257712,5.26935083612121e-03,4.82667424859537e-02,3.5212386404402e-02,5.91071059249843e-02,3,S0082,42170 Big Bear Blvd,Big Bear Lake,CA,92315,Existing
S0083,2015,19002814.15,0.447872591018315,0.108864515732792,8.37932433286467e-02,0.109468899899755,0.117443241426428,7.09702410050671e-03,3.18846316770403e-02,2.52062797761983e-02,6.83695730403174e-02,2,S0083,130 W Foothill Blvd,Monrovia,CA,91016,Existing
S0084,2015,21553681.04,0.460305966372415,0.106343455475019,9.44084407774089e-02,0.105935861988612,0.100824239069282,6.37733154466315e-03,4.01495442191066e-02,2.21186028092025e-02,6.35365577442916e-02,3,S0084,5500 Woodruff Ave,Lakewood,CA,90713,Existing
S0085,2015,21552703.64,0.42423991684414,0.112563242668891,7.52570098439862e-02,0.115231696286619,0.125251024423217,1.06353000453543e-02,3.12997910270528e-02,3.69522085629161e-02,6.8569810297823e-02,2,S0085,561 N Glendale Ave,Glendale,CA,91206,Existing
,,,,,,,,,,,,,S0086,6825 Camino Arroyo,Gilroy,CA,95020,New
,,,,,,,,,,,,,S0087,5353 Almaden Expy,San Jose,CA,95118,New
,,,,,,,,,,,,,S0088,2200 Eastridge Loop,San Jose,CA,95122,New
,,,,,,,,,,,,,S0089,3600 Stevens Creek Blvd,San Jose,CA,95117,New
,,,,,,,,,,,,,S0090,11 W Hillsdale Blvd,San Mateo,CA,94403,New
,,,,,,,,,,,,,S0091,3150 Naglee Rd,Tracy,CA,95304,New
,,,,,,,,,,,,,S0092,6699 Fairmount Ave,El Cerrito,CA,94530,New
,,,,,,,,,,,,,S0093,5709 Lone Tree Way,Antioch,CA,94531,New
,,,,,,,,,,,,,S0094,1149 S Main St,Walnut Creek,CA,94596,New
,,,,,,,,,,,,,S0095,552 Contra Costa Blvd,Pleasant Hill,CA,94523,New
